# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Fri Aug 23 10:58:49 CDT 2024 [seed=1724428728666]
# -beagle_sse old_beauti_sat1.xml
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	tmrca(untitled0)	age(untitled0)	constant.popSize	CP1.kappa	CP2.kappa	CP3.kappa	CP1.frequencies1	CP1.frequencies2	CP1.frequencies3	CP1.frequencies4	CP2.frequencies1	CP2.frequencies2	CP2.frequencies3	CP2.frequencies4	CP3.frequencies1	CP3.frequencies2	CP3.frequencies3	CP3.frequencies4	CP1.nu	CP2.nu	CP3.nu	CP1.mu	CP2.mu	CP3.mu	clock.rate	meanRate	treeLikelihood	branchRates	coalescent
0	-11030.963871378679	-36.104600794658694	-10994.85927058402	3.0076125464838785	2013.7410213332976	9.904502304690077	3.0076125464838785	2013.7410213332976	1.0	2.0	2.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.9969834087481146	1.0015151515151515	1.0015151515151515	1.0	1.0	-10994.85927058402	0.0	-27.246573749601296
100	-9804.060696521758	-30.612944392791785	-9773.447752128966	3.0022320548526125	2013.7464018249289	8.409907071413947	3.0022320548526125	2013.7464018249289	0.8665631556946674	2.3717713796460194	2.2306387217711143	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.3333333333333333	0.3348437549768262	0.3318229116898404	0.9969834087481146	1.006053281998555	0.9969770210317477	1.0	1.0	-9773.447752128966	0.0	-23.073115037272
200	-8544.615534533157	-27.343423607723565	-8517.272110925434	2.9162462360528556	2013.8323876437287	7.160750947252707	2.9162462360528556	2013.8323876437287	0.8137776615511266	2.3717713796460194	2.2306387217711143	2.0	0.2500000001	0.2513728310891413	0.2500000001	0.24862716871085863	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.341080987086337	0.34274553204638153	0.3161734808672814	1.0201562554935237	1.029794530375719	0.9499575947876046	0.7514763934085101	0.7514763934085101	-8517.272110925434	0.0	-22.95767379208427
300	-7650.891916120073	-30.083162836003392	-7620.808753284069	2.9078197575905764	2013.8408141221907	7.18911753843665	2.9078197575905764	2013.8408141221907	0.80780609840861	3.580867762571699	2.2306387217711143	2.6129369563729257	0.2511892482044169	0.2513728310891413	0.2488107519955831	0.24862716871085863	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.25355858375584583	0.2499999999	0.25282096194842246	0.2436204543957317	0.341080987086337	0.34274553204638153	0.3161734808672814	1.0201562554935237	1.029794530375719	0.9499575947876046	0.5754537655986792	0.5754537655986792	-7620.808753284069	0.0	-26.416304760460513
400	-6718.407644389088	-40.07723333104057	-6678.3304110580475	2.9071766880489074	2013.8414571917326	7.6608055643677915	2.9071766880489074	2013.8414571917326	0.7787777143415222	3.580867762571699	2.2306387217711143	2.6129369563729257	0.2511892482044169	0.2513728310891413	0.2488107519955831	0.24862716871085863	0.24309016827969976	0.2518124877883959	0.25965746694259345	0.24543987698931094	0.25355858375584583	0.24828953112321298	0.25282096194842246	0.24533092317251873	0.341080987086337	0.34274553204638153	0.3161734808672814	1.0201562554935237	1.029794530375719	0.9499575947876046	0.37630094325294894	0.3763009432529488	-6678.3304110580475	0.0	-37.945367247443386
500	-6549.244131019604	-42.251777036395474	-6506.992353983208	2.891185984578764	2013.8574478952028	7.832361808467748	2.891185984578764	2013.8574478952028	0.967801551256559	3.580867762571699	2.2306387217711143	2.6129369563729257	0.2511892482044169	0.2513728310891413	0.2488107519955831	0.24862716871085863	0.24309016827969976	0.2518124877883959	0.25965746694259345	0.24543987698931094	0.25204730659418456	0.24980080828487428	0.25282096194842246	0.24533092317251873	0.341080987086337	0.3410589995150148	0.31786001339864817	1.0201562554935237	1.024727266724658	0.9550248584386656	0.37630094325294894	0.3763009432529491	-6506.992353983208	0.0	-39.84912625533126
600	-6201.5504321270255	-41.65965943048293	-6159.890772696543	2.891185984578764	2013.8574478952028	7.809883586600148	2.891185984578764	2013.8574478952028	1.1039160786059048	3.580867762571699	2.8296729337548348	2.6129369563729257	0.2511892482044169	0.2515103801048757	0.23805357070693248	0.2592468009837749	0.24309016827969976	0.2518124877883959	0.25965746694259345	0.24543987698931094	0.2580406372229264	0.2540285645703134	0.24859320566298332	0.23933759254377687	0.350772987205767	0.3243639218244205	0.3248630909698125	1.0491445454434931	0.9745661469360997	0.9760659233229365	0.37630094325294894	0.376300943252949	-6159.890772696543	0.0	-38.90655756836798
700	-5975.146184886126	-38.606809016194475	-5936.539375869932	2.864245717342709	2013.8843881624387	7.300017642679989	2.864245717342709	2013.8843881624387	1.0806276556748793	4.715503209698357	2.8296729337548348	2.6129369563729257	0.24926503022549104	0.2515103801048757	0.23805357070693248	0.26117101896270073	0.24217969537511747	0.2518124877883959	0.26056793984717574	0.24543987698931094	0.2580406372229264	0.2540285645703134	0.24859320566298332	0.23933759254377687	0.350772987205767	0.3243639218244205	0.3248630909698125	1.0491445454434931	0.9745661469360997	0.9760659233229365	0.37630094325294894	0.37630094325294905	-5936.539375869932	0.0	-35.685090172345596
800	-5794.553839469957	-39.134387320239554	-5755.4194521497175	2.860259625238508	2013.888374254543	7.4047688788796355	2.860259625238508	2013.888374254543	1.1790185176622434	5.094606659617544	3.709870384043353	3.407514323568443	0.2475805622240934	0.2504836015351905	0.24076481727801533	0.26117101896270073	0.24217969537511747	0.2518124877883959	0.26056793984717574	0.24543987698931094	0.2580406372229264	0.2540285645703134	0.24859320566298332	0.23933759254377687	0.350772987205767	0.3243639218244205	0.3248630909698125	1.0491445454434931	0.9745661469360997	0.9760659233229365	0.37630094325294894	0.3763009432529489	-5755.4194521497175	0.0	-35.404112325767166
900	-5552.211608390402	-39.392317012605155	-5512.819291377797	2.864338072033619	2013.8842958077478	7.4417869121403335	2.864338072033619	2013.8842958077478	1.0593048693308698	7.813974610778033	3.709870384043353	3.407514323568443	0.2475805622240934	0.2504836015351905	0.24076481727801533	0.26117101896270073	0.23898538282428444	0.2550068003392289	0.26056793984717574	0.24543987698931094	0.2580406372229264	0.2540285645703134	0.24859320566298332	0.23933759254377687	0.35129021734777593	0.3243639218244205	0.32434586082780353	1.0506915550537552	0.9745661469360997	0.9745118818508096	0.3333521584909376	0.33335215849093763	-5512.819291377797	0.0	-35.47964518182497
1000	-5391.605731668011	-35.76573859025257	-5355.839993077758	2.864338072033619	2013.8842958077478	7.065488339324083	2.864338072033619	2013.8842958077478	1.1615414527731192	7.813974610778033	3.709870384043353	3.407514323568443	0.2475805622240934	0.2504836015351905	0.24076481727801533	0.26117101896270073	0.23898538282428444	0.2550068003392289	0.26056793984717574	0.24543987698931094	0.2580406372229264	0.25300269987300505	0.24961907036029168	0.23933759254377687	0.3552726502782613	0.32607241657697406	0.31865493314476456	1.0626028137281933	0.9796993970789992	0.957413230948588	0.3333521584909376	0.3333521584909376	-5355.839993077758	0.0	-31.860427217870765
1100	-5300.39826564113	-38.50179278954214	-5261.8964728515875	2.864338072033619	2013.8842958077478	7.203090247352304	2.864338072033619	2013.8842958077478	1.0189897023387322	7.97144455640671	3.709870384043353	3.407514323568443	0.2475805622240934	0.2504836015351905	0.24076481727801533	0.26117101896270073	0.23898538282428444	0.2550068003392289	0.26056793984717574	0.24543987698931094	0.2580406372229264	0.26369837774617316	0.24961907036029168	0.22864191467060874	0.3617395057058742	0.3196055611493612	0.31865493314476456	1.0819448564325016	0.9602694359987624	0.957413230948588	0.3333521584909376	0.3333521584909375	-5261.8964728515875	0.0	-34.65762922951319
1200	-5070.819692288348	-38.14153157380491	-5032.678160714543	2.864338072033619	2013.8842958077478	7.216763633092444	2.864338072033619	2013.8842958077478	1.0189897023387322	7.97144455640671	3.709870384043353	4.160586578042138	0.2475805622240934	0.2504836015351905	0.24076481727801533	0.26117101896270073	0.23898538282428444	0.2550068003392289	0.26056793984717574	0.24543987698931094	0.26053250778388043	0.26369837774617316	0.25430729575500316	0.2214618187149432	0.3617395057058742	0.3166450700390411	0.32161542425508466	1.0819448564325016	0.9513745058900279	0.9663081610573225	0.2145555817169863	0.2145555817169863	-5032.678160714543	0.0	-35.13009063329311
1300	-4914.667821599007	-44.94342376656608	-4869.72439783244	2.878117600681687	2013.8705162790998	7.936112729899189	2.878117600681687	2013.8705162790998	1.227974526508061	7.97144455640671	3.8464207396925665	4.237308846426445	0.2475805622240934	0.2504836015351905	0.24897296845210892	0.2529628677886071	0.23587917638493908	0.2530423517593244	0.2656385948664256	0.24543987698931094	0.26053250778388043	0.26369837774617316	0.25430729575500316	0.2214618187149432	0.37764842317427216	0.3091377575616772	0.31321381926405056	1.129527636733909	0.9288184443103119	0.9410651569706246	0.19765834011556205	0.197658340115562	-4869.72439783244	0.0	-41.74659383647141
